created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Wed Sep 13 14:16:53 +0000 2023,3. Kalok dari solo ke jogja cobain kereta yang berangkat dari Palur jam 5 sore kalok beruntung kalian bakal dapet pemandangan sunset + bisa liat gunung merapi sama merbabu di bawah langit senja ciattttt,,in,,deeduudoo,3. kalok dari solo ke jogja cobain kereta yang berangkat dari palur jam 5 sore kalok beruntung kalian bakal dapet pemandangan sunset + bisa liat gunung merapi sama merbabu di bawah langit senja ciattttt,kalok dari solo ke jogja cobain kereta yang berangkat dari palur jam  sore kalok beruntung kalian bakal dapet pemandangan sunset  bisa liat gunung merapi sama merbabu di bawah langit senja ciattttt,gunung merapi,-7.540716,110.445723,visit jogja,kalok dari solo ke jogja cobain kereta yang berangkat dari palur jam  sore kalok beruntung kalian bakal dapet pemandangan sunset  bisa liat gunung merapi sama merbabu di bawah langit senja ciattttt,kalok solo jogja cobain kereta berangkat palur jam  sore kalok beruntung kalian bakal dapet pemandangan sunset  liat gunung merapi sama merbabu bawah langit senja ciattttt,"['kalok', 'solo', 'jogja', 'cobain', 'kereta', 'berangkat', 'palur', 'jam', 'sore', 'kalok', 'beruntung', 'kalian', 'bakal', 'dapet', 'pemandangan', 'sunset', 'liat', 'gunung', 'merapi', 'sama', 'merbabu', 'bawah', 'langit', 'senja', 'ciattttt']",kalok solo jogja cobain kereta berangkat palur jam sore kalok untung kalian bakal dapet pandang sunset liat gunung merapi sama merbabu bawah langit senja ciattttt,Kalok Solo Jogja Cobain Train Departing Palur at the afternoon if you lucky you will get a sunset view of Mount Merapi and Merbabu under the sky,0.4215,Positive,
Sat Jul 22 20:49:17 +0000 2023,Kami lebih memilih ke tempat liburan orang-orang normal aja kaya Keraton Jogja Museum Benteng Vredeburg Museum Kereta Kencana Taman Sari dll.,,in,,perpetuafifty,kami lebih memilih ke tempat liburan orang-orang normal aja kaya keraton jogja museum benteng vredeburg museum kereta kencana taman sari dll.,kami lebih memilih ke tempat liburan orangorang normal aja kaya keraton jogja museum benteng vredeburg museum kereta kencana taman sari dll,museum benteng vredeburg,-7.800283,110.366187,dinpar diy 2023,kami lebih memilih ke tempat liburan orangorang normal aja kaya keraton jogja museum benteng vredeburg museum kereta kencana taman sari dll,lebih memilih tempat liburan orangorang normal aja kaya keraton jogja museum benteng vredeburg museum kereta kencana taman sari,"['lebih', 'memilih', 'tempat', 'liburan', 'orangorang', 'normal', 'aja', 'kaya', 'keraton', 'jogja', 'museum', 'benteng', 'vredeburg', 'museum', 'kereta', 'kencana', 'taman', 'sari']",lebih pilih tempat libur orangorang normal aja kaya keraton jogja museum benteng vredeburg museum kereta kencana taman sari,More choosing a normal place of living people just rich keraton jogja museum vredeburg museum car park,0.5574,Positive,
Mon Aug 07 09:37:00 +0000 2023,Kamis 3 Agustus 2023 offday maybe (?) gaada kabar sih seingetku - salma upload feeds - bts lagu selesai rnr out di tiktok - ytb lombok bang baruch outt https://t.co/d10uu3HmiW - new gigs salma out di jogja 7 oktober pantai parangtritis https://t.co/62a3uzPeY0,https://pbs.twimg.com/media/F26zdxlaEAIBuof.jpg,in,salmine wer1,pengabdisiapaya,kamis 3 agustus 2023 offday maybe (?) gaada kabar sih seingetku - salma upload feeds - bts lagu selesai rnr out di tiktok - ytb lombok bang baruch outt https://t.co/d10uu3hmiw - new gigs salma out di jogja 7 oktober pantai parangtritis https://t.co/62a3uzpey0,kamis  agustus  offday maybe  gaada kabar sih seingetku  salma upload feeds  bts lagu selesai rnr out di tiktok  ytb lombok bang baruch outt   new gigs salma out di jogja  oktober pantai parangtritis,pantai parangtritis,-8.024608,110.329804,visit jogja,kamis  agustus  offday maybe  gaada kabar sih seingetku  salma upload feeds  bts lagu selesai rnr out di tiktok  ytb lombok bang baruch outt   new gigs salma out di jogja  oktober pantai parangtritis,kamis  agustus  offday maybe  gaada kabar sih seingetku  salma upload feeds  bts lagu selesai rnr out tiktok  ytb lombok bang baruch outt   new gigs salma out jogja  oktober pantai parangtritis,"['kamis', 'agustus', 'offday', 'maybe', 'gaada', 'kabar', 'sih', 'seingetku', 'salma', 'upload', 'feeds', 'bts', 'lagu', 'selesai', 'rnr', 'out', 'tiktok', 'ytb', 'lombok', 'bang', 'baruch', 'outt', 'new', 'gigs', 'salma', 'out', 'jogja', 'oktober', 'pantai', 'parangtritis']",kamis agustus offday maybe gaada kabar sih seingetku salma upload feeds bts lagu selesai rnr out tiktok ytb lombok bang baruch outt new gigs salma out jogja oktober pantai parangtritis,Thursday August offday may not news anyway as I salma upload feeds bts songs finished rnr out tiktok ytb lombok bang new outt new gigs salma out jogja October Parangtritis Beach,0,Neutral,
Wed Sep 13 11:21:07 +0000 2023,Kampung Wisata Sayidan Jogja: Keindahan Unik Wisata yang Memukau https://t.co/23BBhiCvU5,,in,Indonesia,ruangtunggu,kampung wisata sayidan jogja: keindahan unik wisata yang memukau https://t.co/23bbhicvu5,kampung wisata sayidan jogja keindahan unik wisata yang memukau,kampung wisata sayidan,-7.802491,110.370357,dinpar diy 2023,kampung wisata sayidan jogja keindahan unik wisata yang memukau,kampung wisata sayidan jogja keindahan unik wisata memukau,"['kampung', 'wisata', 'sayidan', 'jogja', 'keindahan', 'unik', 'wisata', 'memukau']",kampung wisata sayid jogja indah unik wisata pukau,Sayid Jogja Beautiful Tourism Village Unique Tourism,0.5994,Positive,
Thu Mar 16 13:29:35 +0000 2023,Kampung Wisata Suryatmajan Dibuka Selain Dekat dengan Malioboro Ini Keunggulannya https://t.co/QVXmPcic1Z #beritajogja #jogja #jogjaistimewa https://t.co/VR4AmSG8Kg,https://pbs.twimg.com/media/FrWD4vhacAIJA1x.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,kampung wisata suryatmajan dibuka selain dekat dengan malioboro ini keunggulannya https://t.co/qvxmpcic1z #beritajogja #jogja #jogjaistimewa https://t.co/vr4amsg8kg,kampung wisata suryatmajan dibuka selain dekat dengan malioboro ini keunggulannya,malioboro,-7.792646,110.365871,dinpar diy 2023,kampung wisata suryatmajan dibuka selain dekat dengan malioboro ini keunggulannya,kampung wisata suryatmajan dibuka dekat malioboro keunggulannya,"['kampung', 'wisata', 'suryatmajan', 'dibuka', 'dekat', 'malioboro', 'keunggulannya']",kampung wisata suryatmajan buka dekat malioboro unggul,Suryatmajan tourism village opens near Malioboro Superior,0.5423,Positive,
Tue Sep 26 13:29:53 +0000 2023, Kampung Wisata Taman Sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt (jam 10an) masuknya 15rb better dateng pagi jadi belum terlalu rame + bapak/ibu guidenya baik baik bgt https://t.co/M6Cwi7Uess,https://pbs.twimg.com/media/F69IXBUaYAApzpd.jpg,in,,privaccaura, kampung wisata taman sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt (jam 10an) masuknya 15rb better dateng pagi jadi belum terlalu rame + bapak/ibu guidenya baik baik bgt https://t.co/m6cwi7uess,kampung wisata taman sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt jam an masuknya rb better dateng pagi jadi belum terlalu rame  bapakibu guidenya baik baik bgt,taman sari,-7.809979,110.358991,visit jogja,kampung wisata taman sari cantik banget bgt banget tapi ya allah gue ngga paham kenapa jogja panas banget padahal gue kesana pas baru buka tuh taman sari alias masih pagi banget jam an masuknya rb better dateng pagi jadi belum terlalu rame  bapakibu guidenya baik baik bgt,kampung wisata taman sari cantik bgt bgt bgt ya allah gue ngga paham jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias pagi bgt jam an masuknya rb better dateng pagi jadi terlalu rame  bapakibu guidenya baik baik bgt,"['kampung', 'wisata', 'taman', 'sari', 'cantik', 'bgt', 'bgt', 'bgt', 'ya', 'allah', 'gue', 'ngga', 'paham', 'jogja', 'panas', 'bgt', 'padahal', 'gue', 'kesana', 'pas', 'baru', 'buka', 'tuh', 'taman', 'sari', 'alias', 'pagi', 'bgt', 'jam', 'an', 'masuknya', 'rb', 'better', 'dateng', 'pagi', 'jadi', 'terlalu', 'rame', 'bapakibu', 'guidenya', 'baik', 'baik', 'bgt']",kampung wisata taman sari cantik bgt bgt bgt ya allah gue ngga paham jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias pagi bgt jam an masuk rb better dateng pagi jadi terlalu rame bapakibu guidenya baik baik bgt,"Taman Sari Tourism Village is really beautiful, so God I don't understand the hot jogja even though I went there when I just opened the Taman Sari, aka the morning, I got the time to enter the RB better in the morning so the father was too good",0.9196,Positive,
Sat Jun 03 05:00:45 +0000 2023,Kangen zaman pcaran di jogja night ride ke bukit bintang abis tu pas pulangnya di pertigaan jalan banteng beli jagung rebusss,,in,Universe,theonlydvn,kangen zaman pcaran di jogja night ride ke bukit bintang abis tu pas pulangnya di pertigaan jalan banteng beli jagung rebusss,kangen zaman pcaran di jogja night ride ke bukit bintang abis tu pas pulangnya di pertigaan jalan banteng beli jagung rebusss,bukit bintang,-7.845841,110.479846,visit jogja,kangen zaman pcaran di jogja night ride ke bukit bintang abis tu pas pulangnya di pertigaan jalan banteng beli jagung rebusss,kangen zaman pcaran jogja night ride bukit bintang abis tu pas pulangnya pertigaan jalan banteng beli jagung rebusss,"['kangen', 'zaman', 'pcaran', 'jogja', 'night', 'ride', 'bukit', 'bintang', 'abis', 'tu', 'pas', 'pulangnya', 'pertigaan', 'jalan', 'banteng', 'beli', 'jagung', 'rebusss']",kangen zaman pcaran jogja night ride bukit bintang abis tu pas pulang tiga jalan banteng beli jagung rebusss,miss the era of jogja night ride hill stars after returning to the three streets of bull buying corn rebusss,-0.1531,Negative,
Sun Jan 29 01:06:43 +0000 2023,â— Kanggo sik durung ngerti monggo lurr infonya. Tiket : Rp6.000 -/orang Parkir : Rp2.000 -/motor dan Rp5.000 -/mobil â— Video by @eksplore_yogyakarta â— Loc : Waduk Sermo Kapanewon Kokap Kulon Progo Yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/vey4jpcAX2,https://pbs.twimg.com/ext_tw_video_thumb/1619501893771997184/pu/img/q0UFCAaRDxcjAOhp.jpg,in,,panorama_KP,â— kanggo sik durung ngerti monggo lurr infonya. tiket : rp6.000 -/orang parkir : rp2.000 -/motor dan rp5.000 -/mobil â— video by @eksplore_yogyakarta â— loc : waduk sermo kapanewon kokap kulon progo yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/vey4jpcax2,kanggo sik durung ngerti monggo lurr infonya tiket  rp orang parkir  rp motor dan rp mobil  video by yogyakarta  loc  waduk sermo kapanewon kokap kulon progo yogyakarta,waduk sermo,-7.822714,110.108505,dinpar diy 2023,kanggo sik durung ngerti monggo lurr infonya tiket  rp orang parkir  rp motor dan rp mobil  video by yogyakarta  loc  waduk sermo kapanewon kokap kulon progo yogyakarta,kanggo sik durung ngerti monggo lurr infonya tiket  rp orang parkir  rp motor rp mobil  video by yogyakarta  loc  waduk sermo kapanewon kokap kulon progo yogyakarta,"['kanggo', 'sik', 'durung', 'ngerti', 'monggo', 'lurr', 'infonya', 'tiket', 'rp', 'orang', 'parkir', 'rp', 'motor', 'rp', 'mobil', 'video', 'by', 'yogyakarta', 'loc', 'waduk', 'sermo', 'kapanewon', 'kokap', 'kulon', 'progo', 'yogyakarta']",kanggo sik durung ngerti monggo lurr info tiket rp orang parkir rp motor rp mobil video by yogyakarta loc waduk sermo kapanewon kokap kulon progo yogyakarta,sir-in- car bands parked withdle,0,Neutral,
Tue Jan 03 10:49:29 +0000 2023,Kanit Binmas Iptu Handoko dan Panit Binmas melaksanakan sambang tempat Wisata Jogja Exotarium Mini Zoo Karanggeneng Sendangadi Mlati Sleman Sampaikan himbauan kepada pengelola maupun pengunjung. Selasa 02/01/2023.12.30 WIB #polripresisi #polsekmlati #polrestasleman #poldajogja https://t.co/2rqZ3R2Tyf,https://pbs.twimg.com/media/FlisoVLacAE7fvG.jpg,in,"Mlati, Indonesia",PolsekMlati,kanit binmas iptu handoko dan panit binmas melaksanakan sambang tempat wisata jogja exotarium mini zoo karanggeneng sendangadi mlati sleman sampaikan himbauan kepada pengelola maupun pengunjung. selasa 02/01/2023.12.30 wib #polripresisi #polsekmlati #polrestasleman #poldajogja https://t.co/2rqz3r2tyf,kanit binmas iptu handoko dan panit binmas melaksanakan sambang tempat wisata jogja exotarium mini zoo karanggeneng sendangadi mlati sleman sampaikan himbauan kepada pengelola maupun pengunjung selasa  wib,mini zoo,-7.728865,110.35849,dinpar diy 2023,kanit binmas iptu handoko dan panit binmas melaksanakan sambang tempat wisata jogja exotarium mini zoo karanggeneng sendangadi mlati sleman sampaikan himbauan kepada pengelola maupun pengunjung selasa  wib,kanit binmas iptu handoko panit binmas melaksanakan sambang tempat wisata jogja exotarium mini zoo karanggeneng sendangadi mlati sleman sampaikan himbauan pengelola maupun pengunjung selasa  wib,"['kanit', 'binmas', 'iptu', 'handoko', 'panit', 'binmas', 'melaksanakan', 'sambang', 'tempat', 'wisata', 'jogja', 'exotarium', 'mini', 'zoo', 'karanggeneng', 'sendangadi', 'mlati', 'sleman', 'sampaikan', 'himbauan', 'pengelola', 'maupun', 'pengunjung', 'selasa', 'wib']",kanit binmas iptu handoko panit binmas laksana sambang tempat wisata jogja exotarium mini zoo karanggeneng sendangadi mlati sleman sampai himbauan kelola maupun unjung selasa wib,Kanit Binmas Iptu Handoko Panit Binmas like a sambang tourist attraction Jogja Exotarium Mini Zoo Karanggeneng Sendangadi Mlati Sleman until the appeal of management and UJUNG Tuesday WIB,0.6705,Positive,
Sat Jul 29 22:04:53 +0000 2023,@undipmenfess Kantor e sek jogja Ki Ning tengah embung Tambakboyo kah?,,in,"Yogyakarta, Indonesia",nDessrio,@undipmenfess kantor e sek jogja ki ning tengah embung tambakboyo kah?,kantor e sek jogja ki ning tengah embung tambakboyo kah,embung tambakboyo,-7.756227,110.415013,visit jogja,kantor e sek jogja ki ning tengah embung tambakboyo kah,kantor e sek jogja ki ning tengah embung tambakboyo,"['kantor', 'e', 'sek', 'jogja', 'ki', 'ning', 'tengah', 'embung', 'tambakboyo']",kantor e sek jogja ki ning tengah embung tambakboyo,the office,0,Neutral,
Wed Apr 26 06:08:12 +0000 2023,Kapal Nelayan Terbalik akibat Ombak di Pantai Ngandong Gunungkidul https://t.co/aOcqQte6yc,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,kapal nelayan terbalik akibat ombak di pantai ngandong gunungkidul https://t.co/aocqqte6yc,kapal nelayan terbalik akibat ombak di pantai ngandong gunungkidul,pantai ngandong,-8.146423,110.606141,visit jogja,kapal nelayan terbalik akibat ombak di pantai ngandong gunungkidul,kapal nelayan terbalik akibat ombak pantai ngandong gunungkidul,"['kapal', 'nelayan', 'terbalik', 'akibat', 'ombak', 'pantai', 'ngandong', 'gunungkidul']",kapal nelayan balik akibat ombak pantai ngandong gunungkidul,The fishing boat is back due to the waves of Ngandong Gunungkidul Beach,0,Neutral,
Thu Jan 26 11:58:35 +0000 2023,Kapal Nelayan Terbalik di Pantai Trisik https://t.co/HgKLPCNaBa,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,kapal nelayan terbalik di pantai trisik https://t.co/hgklpcnaba,kapal nelayan terbalik di pantai trisik,pantai trisik,-7.967335,110.182607,visit jogja,kapal nelayan terbalik di pantai trisik,kapal nelayan terbalik pantai trisik,"['kapal', 'nelayan', 'terbalik', 'pantai', 'trisik']",kapal nelayan balik pantai trisik,fishing boat behind Trisik Beach,0,Neutral,
Mon Mar 13 15:20:45 +0000 2023,Kapolda DIY Pantau Aktivitas Gunung Merapi Polsek dan Polresta Siap untuk Mitigasi https://t.co/ED6raKJWAa,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,kapolda diy pantau aktivitas gunung merapi polsek dan polresta siap untuk mitigasi https://t.co/ed6rakjwaa,kapolda diy pantau aktivitas gunung merapi polsek dan polresta siap untuk mitigasi,gunung merapi,-7.540716,110.445723,visit jogja,kapolda diy pantau aktivitas gunung merapi polsek dan polresta siap untuk mitigasi,kapolda diy pantau aktivitas gunung merapi polsek polresta siap mitigasi,"['kapolda', 'diy', 'pantau', 'aktivitas', 'gunung', 'merapi', 'polsek', 'polresta', 'siap', 'mitigasi']",kapolda diy pantau aktivitas gunung merapi polsek polresta siap mitigasi,Kapolda DIY Monitoring the Mount Merapi Polresta Police Activities Ready to Mitigation,0.3612,Positive,
Mon Mar 13 15:32:45 +0000 2023,Kapolda DIY Siapkan Jalur Evakuasi Warga Lereng Gunung Merapi dan Skema Mitigasi https://t.co/XTMZXqzWtt,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,kapolda diy siapkan jalur evakuasi warga lereng gunung merapi dan skema mitigasi https://t.co/xtmzxqzwtt,kapolda diy siapkan jalur evakuasi warga lereng gunung merapi dan skema mitigasi,gunung merapi,-7.540716,110.445723,visit jogja,kapolda diy siapkan jalur evakuasi warga lereng gunung merapi dan skema mitigasi,kapolda diy siapkan jalur evakuasi warga lereng gunung merapi skema mitigasi,"['kapolda', 'diy', 'siapkan', 'jalur', 'evakuasi', 'warga', 'lereng', 'gunung', 'merapi', 'skema', 'mitigasi']",kapolda diy siap jalur evakuasi warga lereng gunung merapi skema mitigasi,Kapolda DIY is ready for evacuation route residents of the Mount Merapi slope of the mitigation scheme,0.3612,Positive,
Sun Apr 23 10:26:17 +0000 2023,Kapolres Kulonprogo AKBP Nunuk Setiyowati S.I.K. M.H. melaksanakan pemantauan Obyek Wisata Pantai Congot dan Pantai Glagah Kulonprogo Minggu (23/4). . . @kapoldadiyogyakarta @kapolres_kulonprogo @poldajogja #idulfitri #lebaran #pantai #liburlebaran #kulonprogo #jogja https://t.co/7A6qNLuy8j,https://pbs.twimg.com/ext_tw_video_thumb/1650083338529693697/pu/img/-7GqwFac-EHfl7bO.jpg,in,"Kulon Progo, Yogyakarta",ResKulonprogo,kapolres kulonprogo akbp nunuk setiyowati s.i.k. m.h. melaksanakan pemantauan obyek wisata pantai congot dan pantai glagah kulonprogo minggu (23/4). . . @kapoldadiyogyakarta @kapolres_kulonprogo @poldajogja #idulfitri #lebaran #pantai #liburlebaran #kulonprogo #jogja https://t.co/7a6qnluy8j,kapolres kulonprogo akbp nunuk setiyowati sik mh melaksanakan pemantauan obyek wisata pantai congot dan pantai glagah kulonprogo minggu     kulonprogo,pantai congot,-7.907542,110.053566,visit jogja,kapolres kulonprogo akbp nunuk setiyowati sik mh melaksanakan pemantauan obyek wisata pantai congot dan pantai glagah kulonprogo minggu     kulonprogo,kapolres kulonprogo akbp nunuk setiyowati sik mh melaksanakan pemantauan obyek wisata pantai congot pantai glagah kulonprogo minggu     kulonprogo,"['kapolres', 'kulonprogo', 'akbp', 'nunuk', 'setiyowati', 'sik', 'mh', 'melaksanakan', 'pemantauan', 'obyek', 'wisata', 'pantai', 'congot', 'pantai', 'glagah', 'kulonprogo', 'minggu', 'kulonprogo']",kapolres kulonprogo akbp nunuk setiyowati sik mh laksana pantau obyek wisata pantai congot pantai glagah kulonprogo minggu kulonprogo,Kulonprogo Police Chief AKBP Nunuk Setiyowati SIK MH like monitoring the tourist attraction of Congot Beach Glagah Kulonprogo Beach Kulonprogo Sunday,0.6705,Positive,
Wed Mar 22 07:17:04 +0000 2023,Kapolsek kretek pantau langsung situasi pantai Parangtritis yang akan digunakan masyarakat Jogja dan sekitarnya untuk tradisi padusan menyambut bulan suci Ramadhan di wilayah kretek. https://t.co/bjUiWwYG9K,https://pbs.twimg.com/media/FrzoJxOaMAAna7q.jpg,in,,PolsekKretek22,kapolsek kretek pantau langsung situasi pantai parangtritis yang akan digunakan masyarakat jogja dan sekitarnya untuk tradisi padusan menyambut bulan suci ramadhan di wilayah kretek. https://t.co/bjuiwwyg9k,kapolsek kretek pantau langsung situasi pantai parangtritis yang akan digunakan masyarakat jogja dan sekitarnya untuk tradisi padusan menyambut bulan suci ramadhan di wilayah kretek,pantai parangtritis,-8.024608,110.329804,visit jogja,kapolsek kretek pantau langsung situasi pantai parangtritis yang akan digunakan masyarakat jogja dan sekitarnya untuk tradisi padusan menyambut bulan suci ramadhan di wilayah kretek,kapolsek kretek pantau langsung situasi pantai parangtritis akan digunakan masyarakat jogja sekitarnya tradisi padusan menyambut bulan suci ramadhan wilayah kretek,"['kapolsek', 'kretek', 'pantau', 'langsung', 'situasi', 'pantai', 'parangtritis', 'akan', 'digunakan', 'masyarakat', 'jogja', 'sekitarnya', 'tradisi', 'padusan', 'menyambut', 'bulan', 'suci', 'ramadhan', 'wilayah', 'kretek']",kapolsek kretek pantau langsung situasi pantai parangtritis akan guna masyarakat jogja sekitar tradisi padusan sambut bulan suci ramadhan wilayah kretek,The Kretek Police Chief Monitor directly the situation of Parangtritis Beach will be used for the people of Jogja around the tradition of Padusan Welcoming the Holy Month of Ramadan Kretek,0.4404,Positive,
Sat Feb 18 13:19:49 +0000 2023,Karang Taruna dan Pelaku Jasa Pariwisata Ikut Bersihkan Sampah Sungai di Pantai Parangtritis https://t.co/Qmtd8Vg70w,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,karang taruna dan pelaku jasa pariwisata ikut bersihkan sampah sungai di pantai parangtritis https://t.co/qmtd8vg70w,karang taruna dan pelaku jasa pariwisata ikut bersihkan sampah sungai di pantai parangtritis,pantai parangtritis,-8.024608,110.329804,visit jogja,karang taruna dan pelaku jasa pariwisata ikut bersihkan sampah sungai di pantai parangtritis,karang taruna pelaku jasa pariwisata ikut bersihkan sampah sungai pantai parangtritis,"['karang', 'taruna', 'pelaku', 'jasa', 'pariwisata', 'ikut', 'bersihkan', 'sampah', 'sungai', 'pantai', 'parangtritis']",karang taruna laku jasa pariwisata ikut sih sampah sungai pantai parangtritis,"Youth Organization, Tourism Services for Parangtritis Beach River Waste",-0.4215,Negative,
Sun Dec 17 17:12:36 +0000 2023,@Puthutea Karena tiket masuk Prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi..,,in,"Yogyakarta, Indonesia",yogya_serviceAC,@puthutea karena tiket masuk prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi..,karena tiket masuk prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi,candi ijo,-7.783827,110.511884,visit jogja,karena tiket masuk prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi,tiket masuk prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi,"['tiket', 'masuk', 'prambanan', 'mahal', 'sekarang', 'plaosan', 'candi', 'ijo', 'candi', 'sojiwan', 'jadi', 'alternatif', 'wisata', 'candi']",tiket masuk prambanan mahal sekarang plaosan candi ijo candi sojiwan jadi alternatif wisata candi,Prambanan expensive entrance ticket is now Plaosan Temple Ijo Sojiwan Temple is an alternative Tourism Temple,0,Neutral,
Fri Oct 06 12:19:58 +0000 2023,Karna gue dom jogja gue mau ajak ke pantai wediombo,,in,she/herðŸ”ž,yoyowhasup_,karna gue dom jogja gue mau ajak ke pantai wediombo,karna gue dom jogja gue mau ajak ke pantai wediombo,pantai wediombo,-8.187282,110.711882,dinpar diy 2023,karna gue dom jogja gue mau ajak ke pantai wediombo,karna gue dom jogja gue mau ajak pantai wediombo,"['karna', 'gue', 'dom', 'jogja', 'gue', 'mau', 'ajak', 'pantai', 'wediombo']",karna gue dom jogja gue mau ajak pantai wediombo,because I dom jogja I want to invite the beach wediombo,0.2263,Positive,
Fri Feb 10 00:40:03 +0000 2023, kasih rekomendasi tempat wisata sekitar stasiun tugu Jogja dong guys. Terima kasih,,in,Indonesia,tanyakanrl, kasih rekomendasi tempat wisata sekitar stasiun tugu jogja dong guys. terima kasih,kasih rekomendasi tempat wisata sekitar stasiun tugu jogja dong guys terima kasih,tugu jogja,-7.782922,110.367076,visit jogja,kasih rekomendasi tempat wisata sekitar stasiun tugu jogja dong guys terima kasih,kasih rekomendasi tempat wisata stasiun tugu jogja dong guys terima kasih,"['kasih', 'rekomendasi', 'tempat', 'wisata', 'stasiun', 'tugu', 'jogja', 'dong', 'guys', 'terima', 'kasih']",kasih rekomendasi tempat wisata stasiun tugu jogja dong guys terima kasih,"give recommendations for tourist attractions for the tugu jogja station, guys, thank you",0.6486,Positive,
Fri Jan 06 12:33:31 +0000 2023,Kasubag TU Balai Taman Nasional Gunung Merapi (TNGM) Akhmadi menjelaskan kerusakan cukup parah terjadi di pondasi jembatan Plunyon sisi timur. Ia belum bisa memastikan kapan objek wisata yang jadi lokasi syuting KKN di Desa Penari tersebut bisa kembali dibuka.,,in,"Yogyakarta, Indonesia",Harian_Jogja,kasubag tu balai taman nasional gunung merapi (tngm) akhmadi menjelaskan kerusakan cukup parah terjadi di pondasi jembatan plunyon sisi timur. ia belum bisa memastikan kapan objek wisata yang jadi lokasi syuting kkn di desa penari tersebut bisa kembali dibuka.,kasubag tu balai taman nasional gunung merapi tngm akhmadi menjelaskan kerusakan cukup parah terjadi di pondasi jembatan plunyon sisi timur ia belum bisa memastikan kapan objek wisata yang jadi lokasi syuting kkn di desa penari tersebut bisa kembali dibuka,gunung merapi,-7.540716,110.445723,visit jogja,kasubag tu balai taman nasional gunung merapi tngm akhmadi menjelaskan kerusakan cukup parah terjadi di pondasi jembatan plunyon sisi timur ia belum bisa memastikan kapan objek wisata yang jadi lokasi syuting kkn di desa penari tersebut bisa kembali dibuka,kasubag tu balai taman nasional gunung merapi tngm akhmadi menjelaskan kerusakan cukup parah terjadi pondasi jembatan plunyon sisi timur belum memastikan kapan objek wisata jadi lokasi syuting kkn desa penari tersebut kembali dibuka,"['kasubag', 'tu', 'balai', 'taman', 'nasional', 'gunung', 'merapi', 'tngm', 'akhmadi', 'menjelaskan', 'kerusakan', 'cukup', 'parah', 'terjadi', 'pondasi', 'jembatan', 'plunyon', 'sisi', 'timur', 'belum', 'memastikan', 'kapan', 'objek', 'wisata', 'jadi', 'lokasi', 'syuting', 'kkn', 'desa', 'penari', 'tersebut', 'kembali', 'dibuka']",kasubag tu balai taman nasional gunung merapi tngm akhmadi jelas rusa cukup parah jadi pondasi jembatan plunyon sisi timur belum pasti kapan objek wisata jadi lokasi syuting kkn desa tari sebut kembali buka,"Head of the Head of the Mount Merapi National Park Hall, Tngm Akhmadi, it is clear that the deer is quite severe so the foundation of the Plunyon Bridge in the east side is not certain when the tourist attraction is the set of KKN Tari Village.",0.2247,Positive,
