created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader
Sun Dec 03 10:53:11 +0000 2023,Selamat Hari disabilitas Internasional 3 Desember 2023 Lawan Diskriminasi ayo tunjukan prestasi. ... ... ... tag || Gunung Merapi PDIP Sleman Jogja Rohingya Bawaslu Selingkuh 3x Ade Armando || https://t.co/eFJP4wL7D3,https://pbs.twimg.com/media/GAawNWpagAAqfPk.jpg,in,Indonesia,relawananang_,selamat hari disabilitas internasional 3 desember 2023 lawan diskriminasi ayo tunjukan prestasi. ... ... ... tag || gunung merapi pdip sleman jogja rohingya bawaslu selingkuh 3x ade armando || https://t.co/efjp4wl7d3,selamat hari disabilitas internasional  desember  lawan diskriminasi ayo tunjukan prestasi    tag  gunung merapi pdip sleman jogja rohingya bawaslu selingkuh x ade armando,gunung merapi,-7.540716,110.445723,visit jogja,selamat hari disabilitas internasional  desember  lawan diskriminasi ayo tunjukan prestasi    tag  gunung merapi pdip sleman jogja rohingya bawaslu selingkuh x ade armando,selamat hari disabilitas internasional  desember  lawan diskriminasi ayo tunjukan prestasi    tag  gunung merapi pdip sleman jogja rohingya bawaslu selingkuh x ade armando,"['selamat', 'hari', 'disabilitas', 'internasional', 'desember', 'lawan', 'diskriminasi', 'ayo', 'tunjukan', 'prestasi', 'tag', 'gunung', 'merapi', 'pdip', 'sleman', 'jogja', 'rohingya', 'bawaslu', 'selingkuh', 'x', 'ade', 'armando']",selamat hari disabilitas internasional desember lawan diskriminasi ayo tunjuk prestasi tag gunung merapi pdip sleman jogja rohingya bawaslu selingkuh x ade armando,Happy International Disability Day in December with Discrimination Let's show the achievements of the Mount Merapi Tag PDIP Sleman Jogja Rohingya Bawaslu Cheating X Ade Armando,0.0258,netral
Wed Dec 20 15:01:05 +0000 2023,Selebritas Tanah Air Raffi Ahmad dikabarkan membangun resort dan beach club di Pantai Krakal Desa Kemadang Gunungkidul. Resort seluas 10 hektare tersebut dibangun di atas wilayah Kawasan Bentangan Alam Karst (KBAK) Gunungsewu bagian timur. https://t.co/zdy63dkHvv,https://pbs.twimg.com/media/GBzMZZEX0AA7te4.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,selebritas tanah air raffi ahmad dikabarkan membangun resort dan beach club di pantai krakal desa kemadang gunungkidul. resort seluas 10 hektare tersebut dibangun di atas wilayah kawasan bentangan alam karst (kbak) gunungsewu bagian timur. https://t.co/zdy63dkhvv,selebritas tanah air raffi ahmad dikabarkan membangun resort dan beach club di pantai krakal desa kemadang gunungkidul resort seluas  hektare tersebut dibangun di atas wilayah kawasan bentangan alam karst kbak gunungsewu bagian timur,desa kemadang,-8.110714,110.563259,visit jogja,selebritas tanah air raffi ahmad dikabarkan membangun resort dan beach club di pantai krakal desa kemadang gunungkidul resort seluas  hektare tersebut dibangun di atas wilayah kawasan bentangan alam karst kbak gunungsewu bagian timur,selebritas tanah air raffi ahmad dikabarkan membangun resort beach club pantai krakal desa kemadang gunungkidul resort seluas  hektare tersebut dibangun atas wilayah kawasan bentangan alam karst kbak gunungsewu bagian timur,"['selebritas', 'tanah', 'air', 'raffi', 'ahmad', 'dikabarkan', 'membangun', 'resort', 'beach', 'club', 'pantai', 'krakal', 'desa', 'kemadang', 'gunungkidul', 'resort', 'seluas', 'hektare', 'tersebut', 'dibangun', 'atas', 'wilayah', 'kawasan', 'bentangan', 'alam', 'karst', 'kbak', 'gunungsewu', 'bagian', 'timur']",selebritas tanah air raffi ahmad kabar bangun resort beach club pantai krakal desa madang gunungkidul resort luas hektare sebut bangun atas wilayah kawasan bentang alam karst kbak gunungsewu bagi timur,"Celebrity homeland Raffi Ahmad reportedly built a resort and beach club on Krakal Beach, Kemadang Gunungkidul Village, resort as hectare",0,netral
Mon Jul 17 02:54:12 +0000 2023,Semalem niat mau liat jogja internation KITE brkt jam 11 siang sampe sana jam 19.30 krna macet Alhasil cuman makan malem di pantai parangkusumo Capek doang dijalan,,in,,itaecha_,semalem niat mau liat jogja internation kite brkt jam 11 siang sampe sana jam 19.30 krna macet alhasil cuman makan malem di pantai parangkusumo capek doang dijalan,semalem niat mau liat jogja internation kite brkt jam  siang sampe sana jam  krna macet alhasil cuman makan malem di pantai parangkusumo capek doang dijalan,pantai parangkusumo,-8.022769,110.324995,visit jogja,semalem niat mau liat jogja internation kite brkt jam  siang sampe sana jam  krna macet alhasil cuman makan malem di pantai parangkusumo capek doang dijalan,semalem niat mau liat jogja internation kite brkt jam  siang sampe sana jam  krna macet alhasil cuman makan malem pantai parangkusumo capek doang dijalan,"['semalem', 'niat', 'mau', 'liat', 'jogja', 'internation', 'kite', 'brkt', 'jam', 'siang', 'sampe', 'sana', 'jam', 'krna', 'macet', 'alhasil', 'cuman', 'makan', 'malem', 'pantai', 'parangkusumo', 'capek', 'doang', 'dijalan']",semalem niat mau liat jogja internation kite brkt jam siang sampe sana jam krna macet alhasil cuman makan malem pantai parangkusumo capek doang jalan,The intention of the jogjja internation to see the day after the day when the macet macet is a meal at the beach,0,netral
Thu Jul 13 08:09:51 +0000 2023,Sementara itu Personel Ditpolairud Polda DIY juga bersinergi dengan Polsek Kretek Koramil relawan pantai dan warga usaha kuliner Pantai Depok turut membersihkan sampah di wilayah selatan yaitu Kawasan Pantai Depok. https://t.co/qhmo0OHG2X,https://pbs.twimg.com/media/F05v5TNaEAA-puH.jpg,in,"Yogyakarta, Indonesia",PoldaJogja,sementara itu personel ditpolairud polda diy juga bersinergi dengan polsek kretek koramil relawan pantai dan warga usaha kuliner pantai depok turut membersihkan sampah di wilayah selatan yaitu kawasan pantai depok. https://t.co/qhmo0ohg2x,sementara itu personel ditpolairud polda diy juga bersinergi dengan polsek kretek koramil relawan pantai dan warga usaha kuliner pantai depok turut membersihkan sampah di wilayah selatan yaitu kawasan pantai depok,pantai depok,-8.013709,110.291478,visit jogja,sementara itu personel ditpolairud polda diy juga bersinergi dengan polsek kretek koramil relawan pantai dan warga usaha kuliner pantai depok turut membersihkan sampah di wilayah selatan yaitu kawasan pantai depok,itu personel ditpolairud polda diy bersinergi polsek kretek koramil relawan pantai warga usaha kuliner pantai depok turut membersihkan sampah wilayah selatan kawasan pantai depok,"['itu', 'personel', 'ditpolairud', 'polda', 'diy', 'bersinergi', 'polsek', 'kretek', 'koramil', 'relawan', 'pantai', 'warga', 'usaha', 'kuliner', 'pantai', 'depok', 'turut', 'membersihkan', 'sampah', 'wilayah', 'selatan', 'kawasan', 'pantai', 'depok']",itu personel ditpolairud polda diy sinergi polsek kretek koramil rawan pantai warga usaha kuliner pantai depok turut bersih sampah wilayah selatan kawasan pantai depok,"Meanwhile, Ditpolairud Polda DIY personnel also synergize with the Kretek Koramil Sector Police Beach Volunteer and Depok Beach Culinary Business Citizens Clean Garbage in the Southern Region, namely the Depok Beach area",0.4019,positif
Tue May 02 10:50:34 +0000 2023,Seminggu Sejak Lebaran Kunjungan Wisatawan di Pantai Glagah Justru Meningkat #beritajogja #jogja #jogjaistimewa https://t.co/Xq57TiORXl https://t.co/jOtKM8XZFO,https://pbs.twimg.com/media/FvHiNvxaYAEuSov.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,seminggu sejak lebaran kunjungan wisatawan di pantai glagah justru meningkat #beritajogja #jogja #jogjaistimewa https://t.co/xq57tiorxl https://t.co/jotkm8xzfo,seminggu sejak lebaran kunjungan wisatawan di pantai glagah justru meningkat,pantai glagah,-7.911943,110.064734,visit jogja,seminggu sejak lebaran kunjungan wisatawan di pantai glagah justru meningkat,seminggu sejak lebaran kunjungan wisatawan pantai glagah justru meningkat,"['seminggu', 'sejak', 'lebaran', 'kunjungan', 'wisatawan', 'pantai', 'glagah', 'justru', 'meningkat']",minggu sejak lebaran kunjung wisatawan pantai glagah justru tingkat,a week since Eid tourist visits at Glagah Beach actually increased,0.2732,positif
Wed Sep 13 12:04:07 +0000 2023,Sepanjang Pagi-Siang Hari Ini Puluhan Gempa Guguran Tercatat di Gunung Merapi #beritajogja #jogja #jogjaistimewa https://t.co/rQ8AKpcKqH https://t.co/PnE9ZuAy6R,https://pbs.twimg.com/media/F554Ft5bMAAlkmF.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,sepanjang pagi-siang hari ini puluhan gempa guguran tercatat di gunung merapi #beritajogja #jogja #jogjaistimewa https://t.co/rq8akpckqh https://t.co/pne9zuay6r,sepanjang pagisiang hari ini puluhan gempa guguran tercatat di gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,sepanjang pagisiang hari ini puluhan gempa guguran tercatat di gunung merapi,sepanjang pagisiang hari puluhan gempa guguran tercatat gunung merapi,"['sepanjang', 'pagisiang', 'hari', 'puluhan', 'gempa', 'guguran', 'tercatat', 'gunung', 'merapi']",panjang pagisiang hari puluh gempa gugur catat gunung merapi,"During today's pagisiang, dozens of falling earthquakes were recorded on Mount Merapi",-0.1531,negatif
Sun Aug 27 07:44:18 +0000 2023,Sepanjang travel experience sistur sekali je pernah amik supir. Kat jogja tahun 2016. Masa tu xde Grab. Nak naik teksi jauh nak pergi Prambanan - Gunung Merapi pastu tmpt lain2.,,in,"Foreverland, Earth",FeaSophie,sepanjang travel experience sistur sekali je pernah amik supir. kat jogja tahun 2016. masa tu xde grab. nak naik teksi jauh nak pergi prambanan - gunung merapi pastu tmpt lain2.,sepanjang travel experience sistur sekali je pernah amik supir kat jogja tahun  masa tu xde grab nak naik teksi jauh nak pergi prambanan  gunung merapi pastu tmpt lain,gunung merapi,-7.540716,110.445723,visit jogja,sepanjang travel experience sistur sekali je pernah amik supir kat jogja tahun  masa tu xde grab nak naik teksi jauh nak pergi prambanan  gunung merapi pastu tmpt lain,sepanjang travel experience sistur sekali je pernah amik supir kat jogja tahun  masa tu xde grab nak naik teksi jauh nak pergi prambanan  gunung merapi pastu tmpt,"['sepanjang', 'travel', 'experience', 'sistur', 'sekali', 'je', 'pernah', 'amik', 'supir', 'kat', 'jogja', 'tahun', 'masa', 'tu', 'xde', 'grab', 'nak', 'naik', 'teksi', 'jauh', 'nak', 'pergi', 'prambanan', 'gunung', 'merapi', 'pastu', 'tmpt']",panjang travel experience sistur sekali je pernah amik supir kat jogja tahun masa tu xde grab nak naik teks jauh nak pergi prambanan gunung merapi pastu tmpt,"Throughout the traveling experience, I once had an AMIK Kat Jogja driver in the year xde Grab, I took a tendi to go far to go to Prambanan Mount Merapi",0,netral
Sat Jul 29 11:33:02 +0000 2023,Sepekan Ini Gunung Merapi Tercatat 254 Kali Luncurkan Guguran Lava #beritajogja #jogja #jogjaistimewa https://t.co/a6uJLJ8B3k https://t.co/EwQ72D54P2,https://pbs.twimg.com/media/F2M32AtbsAALv7q.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,sepekan ini gunung merapi tercatat 254 kali luncurkan guguran lava #beritajogja #jogja #jogjaistimewa https://t.co/a6ujlj8b3k https://t.co/ewq72d54p2,sepekan ini gunung merapi tercatat  kali luncurkan guguran lava,gunung merapi,-7.540716,110.445723,visit jogja,sepekan ini gunung merapi tercatat  kali luncurkan guguran lava,sepekan gunung merapi tercatat  kali luncurkan guguran lava,"['sepekan', 'gunung', 'merapi', 'tercatat', 'kali', 'luncurkan', 'guguran', 'lava']",pek gunung merapi catat kali luncur gugur lava,This week Mount Merapi recorded a launch of a lava.,0,netral
Fri Jun 02 10:59:08 +0000 2023,Seperti diketahui Presiden Joko Widodo hari ini berkesempatan meresmikan Jembatan Kretek II yang berada di kawasan Pantai Depok Parangtritis Kretek Bantul.,,in,"Yogyakarta, Indonesia",PoldaJogja,seperti diketahui presiden joko widodo hari ini berkesempatan meresmikan jembatan kretek ii yang berada di kawasan pantai depok parangtritis kretek bantul.,seperti diketahui presiden joko widodo hari ini berkesempatan meresmikan jembatan kretek ii yang berada di kawasan pantai depok parangtritis kretek bantul,pantai depok,-8.013709,110.291478,visit jogja,seperti diketahui presiden joko widodo hari ini berkesempatan meresmikan jembatan kretek ii yang berada di kawasan pantai depok parangtritis kretek bantul,diketahui presiden joko widodo hari berkesempatan meresmikan jembatan kretek ii berada kawasan pantai depok parangtritis kretek bantul,"['diketahui', 'presiden', 'joko', 'widodo', 'hari', 'berkesempatan', 'meresmikan', 'jembatan', 'kretek', 'ii', 'berada', 'kawasan', 'pantai', 'depok', 'parangtritis', 'kretek', 'bantul']",tahu presiden joko widodo hari sempat resmi jembatan kretek ii ada kawasan pantai depok parangtritis kretek bantul,As is known President Joko Widodo today has the opportunity to inaugurate the Kretek II Bridge in the Depok Parangtritis Coast Kretek Bantul area,0.4215,positif
Tue Dec 12 08:27:20 +0000 2023,Setahun Pantai Glagah Sumbang PAD Kulonprogo Rp3 6 Miliar https://t.co/ytb9HsInWk #beritajogja #jogja #jogjaistimewa https://t.co/UHulh9lAbK,https://pbs.twimg.com/media/GBIljvwaAAAoLsT.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,setahun pantai glagah sumbang pad kulonprogo rp3 6 miliar https://t.co/ytb9hsinwk #beritajogja #jogja #jogjaistimewa https://t.co/uhulh9labk,setahun pantai glagah sumbang pad kulonprogo rp  miliar,pantai glagah,-7.911943,110.064734,visit jogja,setahun pantai glagah sumbang pad kulonprogo rp  miliar,setahun pantai glagah sumbang pad kulonprogo rp  miliar,"['setahun', 'pantai', 'glagah', 'sumbang', 'pad', 'kulonprogo', 'rp', 'miliar']",tahun pantai glagah sumbang pad kulonprogo rp miliar,a year of Glagah Sumbang Pad Kulonprogo Beach Rp.,0,netral
Wed Jan 11 12:00:14 +0000 2023,Setelah dicari mahasiswa tersebut ditemukan di atas pos Srimanganti Gunung Merapi sekitar satu kilometer dari rumah almarhum Mbah Maridjan.,,in,"Yogyakarta, Indonesia",Harian_Jogja,setelah dicari mahasiswa tersebut ditemukan di atas pos srimanganti gunung merapi sekitar satu kilometer dari rumah almarhum mbah maridjan.,setelah dicari mahasiswa tersebut ditemukan di atas pos srimanganti gunung merapi sekitar satu kilometer dari rumah almarhum mbah maridjan,gunung merapi,-7.540716,110.445723,visit jogja,setelah dicari mahasiswa tersebut ditemukan di atas pos srimanganti gunung merapi sekitar satu kilometer dari rumah almarhum mbah maridjan,dicari mahasiswa tersebut ditemukan atas pos srimanganti gunung merapi satu kilometer rumah almarhum mbah maridjan,"['dicari', 'mahasiswa', 'tersebut', 'ditemukan', 'atas', 'pos', 'srimanganti', 'gunung', 'merapi', 'satu', 'kilometer', 'rumah', 'almarhum', 'mbah', 'maridjan']",cari mahasiswa sebut temu atas pos srimanganti gunung merapi satu kilometer rumah almarhum mbah maridjan,"After being sought, the student was found on the Srimanganti Mount Merapi post about one kilometer from the house of the late Mbah Maridjan",0,netral
Mon Mar 20 12:10:16 +0000 2023,SETELAH PULUHAN TAHUN MEREKA PUN KEMBALI KE WADUK SERMO https://t.co/jNnMNO5e8u,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,setelah puluhan tahun mereka pun kembali ke waduk sermo https://t.co/jnnmno5e8u,setelah puluhan tahun mereka pun kembali ke waduk sermo,waduk sermo,-7.822714,110.108505,dinpar diy 2023,setelah puluhan tahun mereka pun kembali ke waduk sermo,puluhan tahun pun ke waduk sermo,"['puluhan', 'tahun', 'pun', 'ke', 'waduk', 'sermo']",puluh tahun pun ke waduk sermo,After decades they returned to the Sermo Reservoir,0,netral
Tue Jun 13 14:14:55 +0000 2023,Setelah selesai Apel Kapolda memberangkatkan personel gabungan yang terdiri dari Brimob Polair dan Samapta Polda DIY menuju Umbul Manten Gunung Merapi guna mengambil air suci tersebut. https://t.co/0x3R35oOJ8,https://pbs.twimg.com/media/FygjwrRaUAQRRbt.jpg,in,"Yogyakarta, Indonesia",PoldaJogja,setelah selesai apel kapolda memberangkatkan personel gabungan yang terdiri dari brimob polair dan samapta polda diy menuju umbul manten gunung merapi guna mengambil air suci tersebut. https://t.co/0x3r35ooj8,setelah selesai apel kapolda memberangkatkan personel gabungan yang terdiri dari brimob polair dan samapta polda diy menuju umbul manten gunung merapi guna mengambil air suci tersebut,gunung merapi,-7.540716,110.445723,visit jogja,setelah selesai apel kapolda memberangkatkan personel gabungan yang terdiri dari brimob polair dan samapta polda diy menuju umbul manten gunung merapi guna mengambil air suci tersebut,selesai apel kapolda memberangkatkan personel gabungan terdiri brimob polair samapta polda diy menuju umbul manten gunung merapi mengambil air suci tersebut,"['selesai', 'apel', 'kapolda', 'memberangkatkan', 'personel', 'gabungan', 'terdiri', 'brimob', 'polair', 'samapta', 'polda', 'diy', 'menuju', 'umbul', 'manten', 'gunung', 'merapi', 'mengambil', 'air', 'suci', 'tersebut']",selesai apel kapolda berangkat personel gabung diri brimob polair samapta polda diy tuju umbul manten gunung merapi ambil air suci sebut,After completing the apple the Kapolda sent a joint personnel consisting of Brimob Polair and Samapta Polda DIY to Umbul Manten Mount Merapi to take the holy water,0,netral
Sat Mar 11 05:39:24 +0000 2023,Siang ini Gunung Merapi @Jowo_Jawi @merapi_uncover @tribunjogja @Harian_Jogja https://t.co/V8UFFnq2G2,https://pbs.twimg.com/ext_tw_video_thumb/1634425964343222273/pu/img/cHvrH5VzB80t4kFc.jpg,in,"Sleman, Yogyakarta",latiif_hidayat,siang ini gunung merapi @jowo_jawi @merapi_uncover @tribunjogja @harian_jogja https://t.co/v8uffnq2g2,siang ini gunung merapi jawi uncover  jogja,gunung merapi,-7.540716,110.445723,visit jogja,siang ini gunung merapi jawi uncover  jogja,siang gunung merapi jawi uncover  jogja,"['siang', 'gunung', 'merapi', 'jawi', 'uncover', 'jogja']",siang gunung merapi jawi uncover jogja,This afternoon Mount Merapi Jawi Uncover Jogja,0,netral
Sat Jun 24 00:14:33 +0000 2023,Simak rekomendasi kafe sekitar Mini Zoo Jogja Exotarium di Sleman Yogyakarta. Bisa dijadikan tempat bersantai setelah berwisata ke kebun binatang. https://t.co/23vukvWXyb,,in,Jakarta,kompascom,simak rekomendasi kafe sekitar mini zoo jogja exotarium di sleman yogyakarta. bisa dijadikan tempat bersantai setelah berwisata ke kebun binatang. https://t.co/23vukvwxyb,simak rekomendasi kafe sekitar mini zoo jogja exotarium di sleman yogyakarta bisa dijadikan tempat bersantai setelah berwisata ke kebun binatang,mini zoo,-7.728865,110.35849,dinpar diy 2023,simak rekomendasi kafe sekitar mini zoo jogja exotarium di sleman yogyakarta bisa dijadikan tempat bersantai setelah berwisata ke kebun binatang,simak rekomendasi kafe mini zoo jogja exotarium sleman yogyakarta dijadikan tempat bersantai berwisata kebun binatang,"['simak', 'rekomendasi', 'kafe', 'mini', 'zoo', 'jogja', 'exotarium', 'sleman', 'yogyakarta', 'dijadikan', 'tempat', 'bersantai', 'berwisata', 'kebun', 'binatang']",simak rekomendasi kafe mini zoo jogja exotarium sleman yogyakarta jadi tempat santa wisata kebun binatang,Check out the recommendations of the cafe around the Mini Zoo Jogja Exotarium in Sleman Yogyakarta can be used as a place to relax after traveling to the zoo,0.4404,positif
Fri Feb 24 15:38:57 +0000 2023,Sing diapiki kota tok sing kabupaten do bubrah pol. Padahal penyumbang wisata di jogja yo akehe soko kabupaten. Jogja kota i mung malioboro kraton bonbin ro mall tok. ,,in,Antah Berantah,tofuteluur,sing diapiki kota tok sing kabupaten do bubrah pol. padahal penyumbang wisata di jogja yo akehe soko kabupaten. jogja kota i mung malioboro kraton bonbin ro mall tok. ,sing diapiki kota tok sing kabupaten do bubrah pol padahal penyumbang wisata di jogja yo akehe soko kabupaten jogja kota i mung malioboro kraton bonbin ro mall tok,malioboro,-7.792646,110.365871,dinpar diy 2023,sing diapiki kota tok sing kabupaten do bubrah banget padahal penyumbang wisata di jogja yo akehe soko kabupaten jogja kota i mung malioboro kraton bonbin ro mall tok,sing diapiki kota tok sing kabupaten do bubrah banget padahal penyumbang wisata jogja yo akehe soko kabupaten jogja kota i mung malioboro kraton bonbin ro mall tok,"['sing', 'diapiki', 'kota', 'tok', 'sing', 'kabupaten', 'do', 'bubrah', 'banget', 'padahal', 'penyumbang', 'wisata', 'jogja', 'yo', 'akehe', 'soko', 'kabupaten', 'jogja', 'kota', 'i', 'mung', 'malioboro', 'kraton', 'bonbin', 'ro', 'mall', 'tok']",sing apik kota tok sing kabupaten do bubrah banget padahal sumbang wisata jogja yo akehe soko kabupaten jogja kota i mung malioboro kraton bonbin ro mall tok,"Sing Diapiki City of Tok Sing, DO BUBRAH DISTRICT, even though the contributor of tourism in Jogja Yo Akehe Soko, Jogja Regency, Mung Malioboro Kraton Bonbin Ro Mall Tok",0,netral
Fri Mar 31 16:14:26 +0000 2023,Sisi lain Jogja... Bukan hanya soal Malioboro Merapi dan pantai kidul ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/Lb5hJSwATM,https://pbs.twimg.com/media/Fsj5dNPaIAEii5E.jpg,in,"DKI Jakarta, Indonesia",priskila_issak,sisi lain jogja... bukan hanya soal malioboro merapi dan pantai kidul ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/lb5hjswatm,sisi lain jogja bukan hanya soal malioboro merapi dan pantai kidul,malioboro,-7.792646,110.365871,dinpar diy 2023,sisi lain jogja bukan hanya soal malioboro merapi dan pantai kidul,sisi jogja bukan soal malioboro merapi pantai kidul,"['sisi', 'jogja', 'bukan', 'soal', 'malioboro', 'merapi', 'pantai', 'kidul']",sisi jogja bukan soal malioboro merapi pantai kidul,The other side of Jogja is not just a matter of Malioboro Merapi and Kidul Beach,-0.0191,netral
Wed Jul 05 09:27:21 +0000 2023,Situs Warungboto Mengungkap Keindahan Bangunan Sejarah di Jogja https://t.co/3XuJ4eHmQl,,in,,InfoLiburanNet,situs warungboto mengungkap keindahan bangunan sejarah di jogja https://t.co/3xuj4ehmql,situs warungboto mengungkap keindahan bangunan sejarah di jogja,situs warungboto,-7.810184,110.393307,dinpar diy 2023,situs warungboto mengungkap keindahan bangunan sejarah di jogja,situs warungboto mengungkap keindahan bangunan sejarah jogja,"['situs', 'warungboto', 'mengungkap', 'keindahan', 'bangunan', 'sejarah', 'jogja']",situs warungboto ungkap indah bangun sejarah jogja,Warungboto site reveals the beauty of historical buildings in Jogja,0.5859,positif
Sun Mar 19 00:19:50 +0000 2023,SMA Negeri 11 Yogyakarta serahkan 520 bibit tanaman kepada Desa Wisata Tinalah yang dilakukan pada tanggal 18 Maret 2023 di Bumi Perkemahan Jogja Dewi Tinalah. https://t.co/cY6MWlwXkc,,in,"Samigaluh, Kulon Progo, Jogja",dewitinalah,sma negeri 11 yogyakarta serahkan 520 bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal 18 maret 2023 di bumi perkemahan jogja dewi tinalah. https://t.co/cy6mwlwxkc,sma negeri  yogyakarta serahkan  bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal  maret  di bumi perkemahan jogja dewi tinalah,desa wisata tinalah,-7.712533,110.204554,dinpar diy 2023,sma negeri  yogyakarta serahkan  bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal  maret  di bumi perkemahan jogja dewi tinalah,sma negeri  yogyakarta serahkan  bibit tanaman desa wisata tinalah dilakukan tanggal  maret  bumi perkemahan jogja dewi tinalah,"['sma', 'negeri', 'yogyakarta', 'serahkan', 'bibit', 'tanaman', 'desa', 'wisata', 'tinalah', 'dilakukan', 'tanggal', 'maret', 'bumi', 'perkemahan', 'jogja', 'dewi', 'tinalah']",sma negeri yogyakarta serah bibit tanam desa wisata talah laku tanggal maret bumi kemah jogja dewi talah,"Yogyakarta State High School, submit plant seeds to the Tourism Village, which was carried out on March at the Jogja Dewi Tinalah Campground",0,netral
Thu Feb 09 16:32:12 +0000 2023,Solo Riding Ke Pantai Kesirat Dan Pantai Woh Kudu Gunungkidul Jogja [ Motovlog ] - https://t.co/IlqjiwpaaE https://t.co/p1lvm6unwK,https://pbs.twimg.com/media/FoieCifaMAELt66.jpg,in,contact  idbcpr@gmail.com,idbcpr,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja [ motovlog ] - https://t.co/ilqjiwpaae https://t.co/p1lvm6unwk,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja  motovlog,pantai kesirat,-8.096138,110.435071,dinpar diy 2023,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja  motovlog,solo riding pantai kesirat pantai woh kudu gunungkidul jogja  motovlog,"['solo', 'riding', 'pantai', 'kesirat', 'pantai', 'woh', 'kudu', 'gunungkidul', 'jogja', 'motovlog']",solo riding pantai sirat pantai woh kudu gunungkidul jogja motovlog,Solo Riding to Kesirat Beach and Woh Kudu Gunungkidul Jogja Motovlog Beach,0,netral
Mon Jan 02 23:35:17 +0000 2023,Solo Riding Ke Pantai Kesirat Dan Pantai Woh Kudu Gunungkidul Jogja [ Motovlog ] - https://t.co/J0kkue6EBy https://t.co/9i2DFkh3As,https://pbs.twimg.com/media/FlagiSdfKaMAAvAvc.jpg,in,catperku@gmail.com,catperku,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja [ motovlog ] - https://t.co/j0kkue6eby https://t.co/9i2dfkh3as,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja  motovlog,pantai kesirat,-8.096138,110.435071,dinpar diy 2023,solo riding ke pantai kesirat dan pantai woh kudu gunungkidul jogja  motovlog,solo riding pantai kesirat pantai woh kudu gunungkidul jogja  motovlog,"['solo', 'riding', 'pantai', 'kesirat', 'pantai', 'woh', 'kudu', 'gunungkidul', 'jogja', 'motovlog']",solo riding pantai sirat pantai woh kudu gunungkidul jogja motovlog,Solo Riding to Kesirat Beach and Woh Kudu Gunungkidul Jogja Motovlog Beach,0,netral
Sat Jan 21 11:33:02 +0000 2023,South Shore Tempat hangout baru di selatan jogja. Club beach di Pantai Sundak Gunung Kidul Sudah ke @southshore.yk ? #beachclubjogja #beachclubs @ South Shore Yogyakarta https://t.co/5cOFP6mIwO,,in,Yogyakarta,mandirimotor,south shore tempat hangout baru di selatan jogja. club beach di pantai sundak gunung kidul sudah ke @southshore.yk ? #beachclubjogja #beachclubs @ south shore yogyakarta https://t.co/5cofp6miwo,south shore tempat hangout baru di selatan jogja club beach di pantai sundak gunung kidul sudah ke yk     south shore yogyakarta,pantai sundak,-8.147072,110.607904,visit jogja,south shore tempat hangout baru di selatan jogja club beach di pantai sundak gunung kidul sudah ke yk     south shore yogyakarta,south shore tempat hangout baru selatan jogja club beach pantai sundak gunung kidul ke yk     south shore yogyakarta,"['south', 'shore', 'tempat', 'hangout', 'baru', 'selatan', 'jogja', 'club', 'beach', 'pantai', 'sundak', 'gunung', 'kidul', 'ke', 'yk', 'south', 'shore', 'yogyakarta']",south shore tempat hangout baru selatan jogja club beach pantai sundak gunung kidul ke yk south shore yogyakarta,South Shore a new hangout place in the south of Jogja Club Beach on Gunung Kidul Sundak Beach has been to YK South Shore Yogyakarta,0,netral
