created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,eval
Sun Mar 05 08:16:41 +0000 2023,@dwioktariyadi @pn7l7h @arielkw29 @Paltiwest @andre_rosiade Suatu saat masyarakat Jogja Magelang dan sekitarnya juga akan dijanjikan untuk memindahkan Gunung Merapi.,,in,,Muhadjir_M,@dwioktariyadi @pn7l7h @arielkw29 @paltiwest @andre_rosiade suatu saat masyarakat jogja magelang dan sekitarnya juga akan dijanjikan untuk memindahkan gunung merapi.,rosiade suatu saat masyarakat jogja magelang dan sekitarnya juga akan dijanjikan untuk memindahkan gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,rosiade suatu saat masyarakat jogja magelang dan sekitarnya juga akan dijanjikan untuk memindahkan gunung merapi,rosiade suatu masyarakat jogja magelang sekitarnya akan dijanjikan memindahkan gunung merapi,"['rosiade', 'suatu', 'masyarakat', 'jogja', 'magelang', 'sekitarnya', 'akan', 'dijanjikan', 'memindahkan', 'gunung', 'merapi']",rosiade suatu masyarakat jogja magelang sekitar akan janji pindah gunung merapi,Rosiade one day the people of Jogja Magelang and its surroundings will also be promised to move Mount Merapi,0.3612,positif,netral
Mon May 22 01:09:55 +0000 2023,Rekomendasi Hotel Penginapan Di Jogja Dekat Malioboro Mulai Dari 50 Ribu - https://t.co/q0qUlje5oX https://t.co/pdEzpSCb3N,https://pbs.twimg.com/media/FwsdHNtaAAAf2BQ.jpg,in,catperku@gmail.com,catperku,rekomendasi hotel penginapan di jogja dekat malioboro mulai dari 50 ribu - https://t.co/q0qulje5ox https://t.co/pdezpscb3n,rekomendasi hotel penginapan di jogja dekat malioboro mulai dari  ribu,malioboro,-7.792646,110.365871,dinpar diy 2023,rekomendasi hotel penginapan di jogja dekat malioboro mulai dari  ribu,rekomendasi hotel penginapan jogja dekat malioboro mulai  ribu,"['rekomendasi', 'hotel', 'penginapan', 'jogja', 'dekat', 'malioboro', 'mulai', 'ribu']",rekomendasi hotel inap jogja dekat malioboro mulai ribu,Recommendations for lodging hotels in Jogja near Malioboro starting from thousand,0,netral,netral
Thu Jan 12 16:04:05 +0000 2023,@radenrauf Numpang lewat dari Jogja bukit bintang 12 Januari 2023 https://t.co/PuNKfUdiWk,https://pbs.twimg.com/media/FmSLE--aEAANEui.jpg,in,,chintyaayudexx,@radenrauf numpang lewat dari jogja bukit bintang 12 januari 2023 https://t.co/punkfudiwk,numpang lewat dari jogja bukit bintang  januari,bukit bintang,-7.845841,110.479846,visit jogja,numpang lewat dari jogja bukit bintang  januari,numpang lewat jogja bukit bintang  januari,"['numpang', 'lewat', 'jogja', 'bukit', 'bintang', 'januari']",numpang lewat jogja bukit bintang januari,Associated from Jogja Bukit Bintang January,0,netral,netral
Fri Apr 28 14:59:19 +0000 2023,@lucianatia_ Embung nglanggeran jogja?,,in,ur dm!,ssaveyourdayy,@lucianatia_ embung nglanggeran jogja?,embung nglanggeran jogja,embung nglanggeran,-7.847131,110.546891,dinpar diy 2023,embung nglanggeran jogja,embung nglanggeran jogja,"['embung', 'nglanggeran', 'jogja']",embung nglanggeran jogja,Embung Nglanggeran Jogja,0,netral,netral
Tue Nov 07 14:00:01 +0000 2023,Kalau ke Jogja jangan cuma ke Malioboro atau makan gudeg cobain juga wisata palang pintu kereta api Gaes. #TerminalMojok https://t.co/M9zldFHefN,,in,redaksi@mojok.co,mojokdotco,kalau ke jogja jangan cuma ke malioboro atau makan gudeg cobain juga wisata palang pintu kereta api gaes. #terminalmojok https://t.co/m9zldfhefn,kalau ke jogja jangan cuma ke malioboro atau makan gudeg cobain juga wisata palang pintu kereta api gaes,malioboro,-7.792646,110.365871,dinpar diy 2023,kalau ke jogja jangan cuma ke malioboro atau makan gudeg cobain juga wisata palang pintu kereta api gaes,kalau jogja jangan cuma malioboro makan gudeg cobain wisata palang pintu kereta api gaes,"['kalau', 'jogja', 'jangan', 'cuma', 'malioboro', 'makan', 'gudeg', 'cobain', 'wisata', 'palang', 'pintu', 'kereta', 'api', 'gaes']",kalau jogja jangan cuma malioboro makan gudeg cobain wisata palang pintu kereta api gaes,"If you go to Jogja, don't just go to Malioboro or eat warm, try the railroad doorstop tours",0.2263,positif,positif
Sat Jun 03 04:51:28 +0000 2023,Candi Prambanan. #explorejogja #wisatajogja #candiprambanan https://t.co/JdfWcoa6fp,https://pbs.twimg.com/media/FxrC5SJaMAArJnT.jpg,in,"Yogyakarta, Indonesia",Rakaakbaryk,candi prambanan. #explorejogja #wisatajogja #candiprambanan https://t.co/jdfwcoa6fp,candi prambanan,candi prambanan,-7.752021,110.491467,visit jogja,candi prambanan,candi prambanan,"['candi', 'prambanan']",candi prambanan,Prambanan temple,0,netral,netral
Tue Jan 03 07:19:39 +0000 2023,@devielvina Baru aja ngalamin ini kemarin cerita nya Kaka ku liburan ke Jogja taun baru kemarin aku minta foto pemandangan Malioboro terus aku jadiin stori deh biar dikata aku ada di Jogja ,,in,dimana saja lah ,Hestriya_hasyi,@devielvina baru aja ngalamin ini kemarin cerita nya kaka ku liburan ke jogja taun baru kemarin aku minta foto pemandangan malioboro terus aku jadiin stori deh biar dikata aku ada di jogja ,baru aja ngalamin ini kemarin cerita nya kaka ku liburan ke jogja taun baru kemarin aku minta foto pemandangan malioboro terus aku jadiin stori deh biar dikata aku ada di jogja,malioboro,-7.792646,110.365871,dinpar diy 2023,baru aja ngalamin ini kemarin cerita nya kaka ku liburan ke jogja taun baru kemarin aku minta foto pemandangan malioboro terus aku jadiin stori deh biar dikata aku ada di jogja,baru aja ngalamin kemarin cerita nya kaka ku liburan jogja taun baru kemarin aku minta foto pemandangan malioboro terus aku jadiin stori deh biar dikata aku di jogja,"['baru', 'aja', 'ngalamin', 'kemarin', 'cerita', 'nya', 'kaka', 'ku', 'liburan', 'jogja', 'taun', 'baru', 'kemarin', 'aku', 'minta', 'foto', 'pemandangan', 'malioboro', 'terus', 'aku', 'jadiin', 'stori', 'deh', 'biar', 'dikata', 'aku', 'di', 'jogja']",baru aja ngalamin kemarin cerita nya kaka ku libur jogja taun baru kemarin aku minta foto pandang malioboro terus aku jadiin stori deh biar kata aku di jogja,"I just experienced this yesterday, my story was my vacation to Jogja, just yesterday, I asked for a photo of Malioboro and then I made a story so I said in Jogja",0,netral,netral
Tue Aug 01 05:25:18 +0000 2023,@jogmfs Klo dari jogja ke pantai gunkid lewat mana aj tetap ada tanjakan nder : 1. Lewat paris arah panggang (tanjakan e setelah paris) 2. Imogiri via panggang (tanjakan e setelah selopamioro 3. Jln wonsa tau sendiri lah Tapi nek aku sih pilih yg imogiri via panggang gak ono bangjo ,,in,Jogja,dapros08,@jogmfs klo dari jogja ke pantai gunkid lewat mana aj tetap ada tanjakan nder : 1. lewat paris arah panggang (tanjakan e setelah paris) 2. imogiri via panggang (tanjakan e setelah selopamioro 3. jln wonsa tau sendiri lah tapi nek aku sih pilih yg imogiri via panggang gak ono bangjo ,klo dari jogja ke pantai gunkid lewat mana aj tetap ada tanjakan nder   lewat paris arah panggang tanjakan e setelah paris  imogiri via panggang tanjakan e setelah selopamioro  jln wonsa tau sendiri lah tapi nek aku sih pilih yg imogiri via panggang gak ono bangjo,selopamioro,-7.94624,110.426616,dinpar diy 2023,klo dari jogja ke pantai gunkid lewat mana aj tetap ada tanjakan nder   lewat paris arah panggang tanjakan e setelah paris  imogiri via panggang tanjakan e setelah selopamioro  jln wonsa tau sendiri lah tapi nek aku sih pilih yang imogiri via panggang gak ono bangjo,klo jogja pantai gunkid lewat mana aj tetap tanjakan nder   lewat paris arah panggang tanjakan e paris  imogiri via panggang tanjakan e selopamioro  jln wonsa tau sendiri lah nek aku sih pilih imogiri via panggang gak ono bangjo,"['klo', 'jogja', 'pantai', 'gunkid', 'lewat', 'mana', 'aj', 'tetap', 'tanjakan', 'nder', 'lewat', 'paris', 'arah', 'panggang', 'tanjakan', 'e', 'paris', 'imogiri', 'via', 'panggang', 'tanjakan', 'e', 'selopamioro', 'jln', 'wonsa', 'tau', 'sendiri', 'lah', 'nek', 'aku', 'sih', 'pilih', 'imogiri', 'via', 'panggang', 'gak', 'ono', 'bangjo']",klo jogja pantai gunkid lewat mana aj tetap tanjak nder lewat paris arah panggang tanjak e paris imogiri via panggang tanjak e selopamioro jln wonsa tau sendiri lah nek aku sih pilih imogiri via panggang gak ono bangjo,Klo from Jogja to the Gunkid Beach where AJ still has a ramp nder passes Paris Roasted Direction E After Paris Imogiri via Roast E Rights E After Selopamioro Jln Wonsa knows itself but I choose to choose the Imogiri via baked ono bangjo,0,netral,netral
Sat Jan 28 17:51:24 +0000 2023,*Bukit bintang* ÃƒÂ¢Ã‚Â­Ã‚Â8/10 Namanya juga indomie pasti enak apalagi ditambah view citylight jogja. mendoan nya enak juga pake sambel kecap gitu https://t.co/xiLP2o5ldi,https://pbs.twimg.com/media/Fnk9FlhaEAEX4Hq.jpg,in,,medusaaa_9,*bukit bintang* ÃƒÂ¢Ã‚Â­Ã‚Â8/10 namanya juga indomie pasti enak apalagi ditambah view citylight jogja. mendoan nya enak juga pake sambel kecap gitu https://t.co/xilp2o5ldi,bukit bintang  namanya juga indomie pasti enak apalagi ditambah view citylight jogja mendoan nya enak juga pake sambel kecap gitu,bukit bintang,-7.845841,110.479846,visit jogja,bukit bintang  namanya juga indomie pasti enak apalagi ditambah view citylight jogja mendoan nya enak juga pake sambel kecap gitu,bukit bintang  namanya indomie enak ditambah view citylight jogja mendoan nya enak pake sambel kecap gitu,"['bukit', 'bintang', 'namanya', 'indomie', 'enak', 'ditambah', 'view', 'citylight', 'jogja', 'mendoan', 'nya', 'enak', 'pake', 'sambel', 'kecap', 'gitu']",bukit bintang nama indomie enak tambah view citylight jogja mendoan nya enak pake sambel kecap gitu,Bukit Bintang is also indomie definitely delicious and plus View Citylight Jogja Mendoan Delicious as well,0.9042,positif,positif
Mon Jul 24 20:59:04 +0000 2023,Segarnya Bermain Air di Grojogan Sewu Kulon Progo: Grojogan Sewu Kulon Progo - Jogja adalah salah satu kota di Indonesia yang selalu ramai memunculkan destinasi-destinasi wisata baru. Mulai dari wisata kekinian wisata kuliner wisata pantai hingga https://t.co/eTC4mlTRge https://t.co/EhCe4FHmHe,https://pbs.twimg.com/media/F11JctyaAAEtfj0.jpg,in,"Yogyakarta, Indonesia",yogjocom,segarnya bermain air di grojogan sewu kulon progo: grojogan sewu kulon progo - jogja adalah salah satu kota di indonesia yang selalu ramai memunculkan destinasi-destinasi wisata baru. mulai dari wisata kekinian wisata kuliner wisata pantai hingga https://t.co/etc4mltrge https://t.co/ehce4fhmhe,segarnya bermain air di grojogan sewu kulon progo grojogan sewu kulon progo  jogja adalah salah satu kota di indonesia yang selalu ramai memunculkan destinasidestinasi wisata baru mulai dari wisata kekinian wisata kuliner wisata pantai hingga,grojogan sewu,-7.751962,110.135824,visit jogja,segarnya bermain air di grojogan sewu kulon progo grojogan sewu kulon progo  jogja adalah salah satu kota di indonesia yang selalu ramai memunculkan destinasidestinasi wisata baru mulai dari wisata kekinian wisata kuliner wisata pantai hingga,segarnya bermain air grojogan sewu kulon progo grojogan sewu kulon progo  jogja salah satu kota indonesia selalu ramai memunculkan destinasidestinasi wisata baru mulai wisata kekinian wisata kuliner wisata pantai hingga,"['segarnya', 'bermain', 'air', 'grojogan', 'sewu', 'kulon', 'progo', 'grojogan', 'sewu', 'kulon', 'progo', 'jogja', 'salah', 'satu', 'kota', 'indonesia', 'selalu', 'ramai', 'memunculkan', 'destinasidestinasi', 'wisata', 'baru', 'mulai', 'wisata', 'kekinian', 'wisata', 'kuliner', 'wisata', 'pantai', 'hingga']",segar main air grojogan sewu kulon progo grojogan sewu kulon progo jogja salah satu kota indonesia selalu ramai muncul destinasidestinasi wisata baru mulai wisata kini wisata kuliner wisata pantai hingga,Fresh Playing Water in Grojogan Sewu Kulon Progo Grojogan Sewu Kulon Progo Jogja is one of the cities in Indonesia that is always crowded with new tourist destinations ranging from contemporary tourism culinary tourism beach tourism up to,0.4767,positif,positif
Sun Jul 16 03:56:36 +0000 2023,Salah satu spot Photo Favorit wisatawan yang ke Jogja . Titik Nol Kilometer Malioboro #titiknoljogja #wisatadiyogyakarta #malioboro https://t.co/fw2WC67ifZ,https://pbs.twimg.com/media/F1ISs7oaUAYUncL.jpg,in,"Kec. Kotagede, Kota Yogyakarta",DynamicoTour,salah satu spot photo favorit wisatawan yang ke jogja . titik nol kilometer malioboro #titiknoljogja #wisatadiyogyakarta #malioboro https://t.co/fw2wc67ifz,salah satu spot photo favorit wisatawan yang ke jogja  titik nol kilometer malioboro,malioboro,-7.792646,110.365871,dinpar diy 2023,salah satu spot photo favorit wisatawan yang ke jogja  titik nol kilometer malioboro,salah satu spot photo favorit wisatawan ke jogja  titik nol kilometer malioboro,"['salah', 'satu', 'spot', 'photo', 'favorit', 'wisatawan', 'ke', 'jogja', 'titik', 'nol', 'kilometer', 'malioboro']",salah satu spot photo favorit wisatawan ke jogja titik nol kilometer malioboro,One of the favorite photo spots for tourists to Jogja zero kilometer malioboro,0.4588,positif,positif
Sun Jul 16 16:50:35 +0000 2023,Pantai Dadap Ayam Pantai pasir putih yg ada di Kabupaten Gunung Kidul Jogja. Walaupun mungil tapi pas banget buat camping dan ngegrill bareng temen serasa private! bisa pakai mobil ya siap-siap mini tracking menuju pantai~ tapi tenang view bukitnya cakeup! https://t.co/jPCRSgPzko,https://pbs.twimg.com/media/F1LD2jdaMAA1Xvk.jpg,in,,recomend_things,pantai dadap ayam pantai pasir putih yg ada di kabupaten gunung kidul jogja. walaupun mungil tapi pas banget buat camping dan ngegrill bareng temen serasa private! bisa pakai mobil ya siap-siap mini tracking menuju pantai~ tapi tenang view bukitnya cakeup! https://t.co/jpcrsgpzko,pantai dadap ayam pantai pasir putih yg ada di kabupaten gunung kidul jogja walaupun mungil tapi pas banget buat camping dan ngegrill bareng temen serasa private bisa pakai mobil ya siapsiap mini tracking menuju pantai tapi tenang view bukitnya cakeup,pantai dadap ayam,-8.120484,110.507448,visit jogja,pantai dadap ayam pantai pasir putih yang ada di kabupaten gunung kidul jogja walaupun mungil tapi pas banget buat camping dan ngegrill bareng temen serasa private bisa pakai mobil ya siapsiap mini tracking menuju pantai tapi tenang view bukitnya cakeup,pantai dadap ayam pantai pasir putih ada kabupaten gunung kidul jogja walaupun mungil pas banget buat camping ngegrill bareng temen serasa private pakai mobil siapsiap mini tracking menuju pantai tenang view bukitnya cakeup,"['pantai', 'dadap', 'ayam', 'pantai', 'pasir', 'putih', 'ada', 'kabupaten', 'gunung', 'kidul', 'jogja', 'walaupun', 'mungil', 'pas', 'banget', 'buat', 'camping', 'ngegrill', 'bareng', 'temen', 'serasa', 'private', 'pakai', 'mobil', 'siapsiap', 'mini', 'tracking', 'menuju', 'pantai', 'tenang', 'view', 'bukitnya', 'cakeup']",pantai dadap ayam pantai pasir putih ada kabupaten gunung kidul jogja walaupun mungil pas banget buat camping ngegrill bareng temen serasa private pakai mobil siapsiap mini tracking tuju pantai tenang view bukit cakeup,"Dadap Beach White Sand Coastal Chicken in Gunung Kidul Regency, Jogja, even though it is very tiny, it's really right for camping and ngegrill with friends feels like a private can use a car, so ready to go to the beach but calm down the hill is cakeup",0.7827,positif,positif
Sun Feb 19 13:27:49 +0000 2023,Free Fly Commpetition Jogjaparrotdiningrat #5 Satu-satunya lomba burung paruh bengkok di Daerah Istimewa Yogyakarta nih Sob. Acara Jogjaparrotdiningrat #5 digelar pagi tadi di kawasan Gumuk Pasir Pantai Parangkusumo. Ada yang harganya sampai 1M loh @bantuleventsid https://t.co/ozpVuznMBw,https://pbs.twimg.com/ext_tw_video_thumb/1627298731363307521/pu/img/bTHDd8kfbK03XlTY.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,free fly commpetition jogjaparrotdiningrat #5 satu-satunya lomba burung paruh bengkok di daerah istimewa yogyakarta nih sob. acara jogjaparrotdiningrat #5 digelar pagi tadi di kawasan gumuk pasir pantai parangkusumo. ada yang harganya sampai 1m loh @bantuleventsid https://t.co/ozpvuznmbw,free fly commpetition jogjaparrotdiningrat  satusatunya lomba burung paruh bengkok di daerah istimewa yogyakarta nih sob acara jogjaparrotdiningrat  digelar pagi tadi di kawasan gumuk pasir pantai parangkusumo ada yang harganya sampai m loh,pantai parangkusumo,-8.022769,110.324995,visit jogja,free fly commpetition jogjaparrotdiningrat  satusatunya lomba burung paruh bengkok di daerah istimewa yogyakarta nih sob acara jogjaparrotdiningrat  digelar pagi tadi di kawasan gumuk pasir pantai parangkusumo ada yang harganya sampai m loh,free fly commpetition jogjaparrotdiningrat  satusatunya lomba burung paruh bengkok daerah istimewa yogyakarta nih sob acara jogjaparrotdiningrat  digelar pagi tadi kawasan gumuk pasir pantai parangkusumo yang harganya m loh,"['free', 'fly', 'commpetition', 'jogjaparrotdiningrat', 'satusatunya', 'lomba', 'burung', 'paruh', 'bengkok', 'daerah', 'istimewa', 'yogyakarta', 'nih', 'sob', 'acara', 'jogjaparrotdiningrat', 'digelar', 'pagi', 'tadi', 'kawasan', 'gumuk', 'pasir', 'pantai', 'parangkusumo', 'yang', 'harganya', 'm', 'loh']",free fly commpetition jogjaparrotdiningrat satusatunya lomba burung paruh bengkok daerah istimewa yogyakarta nih sob acara jogjaparrotdiningrat gelar pagi tadi kawasan gumuk pasir pantai parangkusumo yang harga m loh,"Free fly Compacting Jogjaparrotdiningrat Satunya Crooked Beak Bird Competition in the Special Region of Yogyakarta, friend, the Jogjaparrotdiningrat event was held this morning in the Gumuk Sand Parangkusumo Gumuk area.",0.8481,positif,positif
Fri Jan 27 03:40:12 +0000 2023,Pantai parang endog Jogja https://t.co/vIPLhpgpvl,https://pbs.twimg.com/ext_tw_video_thumb/1618816036249427970/pu/img/NsXGRyjitLVelsOn.jpg,in,,qentrunx,pantai parang endog jogja https://t.co/viplhpgpvl,pantai parang endog jogja,pantai parang endog,-8.029949,110.344312,visit jogja,pantai parang endog jogja,pantai parang endog jogja,"['pantai', 'parang', 'endog', 'jogja']",pantai parang endog jogja,jogja armed beach,0,netral,netral
Sun Aug 20 12:24:09 +0000 2023,Bukit Pengilon Jogja- Hiking dan Camping untuk Pemula https://t.co/m8LHemIzaI https://t.co/bg9zFI5bWa,https://pbs.twimg.com/media/F3-WhI3bMAAuY_J.jpg,in,"Kota Yogyakarta, Yogyakarta",nagantour,bukit pengilon jogja- hiking dan camping untuk pemula https://t.co/m8lhemizai https://t.co/bg9zfi5bwa,bukit pengilon jogja hiking dan camping untuk pemula,bukit pengilon,-8.185862,110.691577,visit jogja,bukit pengilon jogja hiking dan camping untuk pemula,bukit pengilon jogja hiking camping pemula,"['bukit', 'pengilon', 'jogja', 'hiking', 'camping', 'pemula']",bukit pengilon jogja hiking camping mula,hill hiking jogjja hiking and camping for beginners,0,netral,netral
Wed Apr 26 11:15:17 +0000 2023,Tiga wisatawan dari Subang Jawa Barat terseret gelombang di Pantai Parangtritis Kabupaten Bantul pada Rabu (26/4/2023) sekitar pukul 09.45 WIB dan 1 di antaranya hilang. https://t.co/TQXDg4BWh6 https://t.co/dRFJngANT9,https://pbs.twimg.com/media/FuotxmfacAASmUS.jpg,in,"Yogyakarta, Indonesia",IDNTimesJogja,tiga wisatawan dari subang jawa barat terseret gelombang di pantai parangtritis kabupaten bantul pada rabu (26/4/2023) sekitar pukul 09.45 wib dan 1 di antaranya hilang. https://t.co/tqxdg4bwh6 https://t.co/drfjngant9,tiga wisatawan dari subang jawa barat terseret gelombang di pantai parangtritis kabupaten bantul pada rabu  sekitar pukul  wib dan  di antaranya hilang,pantai parangtritis,-8.024608,110.329804,visit jogja,tiga wisatawan dari subang jawa barat terseret gelombang di pantai parangtritis kabupaten bantul pada rabu  sekitar pukul  wib dan  di antaranya hilang,tiga wisatawan subang jawa barat terseret gelombang pantai parangtritis kabupaten bantul rabu  pukul  wib  antaranya hilang,"['tiga', 'wisatawan', 'subang', 'jawa', 'barat', 'terseret', 'gelombang', 'pantai', 'parangtritis', 'kabupaten', 'bantul', 'rabu', 'pukul', 'wib', 'antaranya', 'hilang']",tiga wisatawan subang jawa barat seret gelombang pantai parangtritis kabupaten bantul rabu pukul wib antara hilang,Three tourists from Subang West Java were dragged into waves at Parangtritis Beach in Bantul Regency on Wednesday at around WIB and among them were missing,-0.34,negatif,negatif
Sat Apr 08 02:47:06 +0000 2023,Jelajah Wisata Jogja - Chill Yuk jelajah tempat wisata Jogja ini!! - photo today by taken at Jurang Tembelan Kanigoro Dlingo... -,,in,contact  idbcpr@gmail.com,idbcpr,jelajah wisata jogja - chill yuk jelajah tempat wisata jogja ini!! - photo today by taken at jurang tembelan kanigoro dlingo... -,jelajah wisata jogja  chill yuk jelajah tempat wisata jogja ini  photo today by taken at jurang tembelan kanigoro dlingo,jurang tembelan,-7.939994,110.429838,visit jogja,jelajah wisata jogja  chill yuk jelajah tempat wisata jogja ini  photo today by taken at jurang tembelan kanigoro dlingo,jelajah wisata jogja  chill yuk jelajah tempat wisata jogja  photo today by taken at jurang tembelan kanigoro dlingo,"['jelajah', 'wisata', 'jogja', 'chill', 'yuk', 'jelajah', 'tempat', 'wisata', 'jogja', 'photo', 'today', 'by', 'taken', 'at', 'jurang', 'tembelan', 'kanigoro', 'dlingo']",jelajah wisata jogja chill yuk jelajah tempat wisata jogja photo today by taken at jurang tembel kanigoro dlingo,Jogja Tourism Exploration Yuk Yuk Exploration of Jogja Tourist Attractions Photo Today by Taken at Cool Temblan Kanigoro Dlingo,0.7845,positif,positif
Sat Dec 30 10:11:57 +0000 2023,@coklattety Yang pasti macet Nol kilometer malioboro Arah bukit bintang Arah pantai selatan sekitaran tugu jogja Alun alun utara Alun alun selatan,,in,,ariacapcus,@coklattety yang pasti macet nol kilometer malioboro arah bukit bintang arah pantai selatan sekitaran tugu jogja alun alun utara alun alun selatan,yang pasti macet nol kilometer malioboro arah bukit bintang arah pantai selatan sekitaran tugu jogja alun alun utara alun alun selatan,malioboro,-7.792646,110.365871,dinpar diy 2023,yang pasti macet nol kilometer malioboro arah bukit bintang arah pantai selatan sekitaran tugu jogja alun alun utara alun alun selatan,pasti macet nol kilometer malioboro arah bukit bintang arah pantai selatan sekitaran tugu jogja alun alun utara alun alun selatan,"['pasti', 'macet', 'nol', 'kilometer', 'malioboro', 'arah', 'bukit', 'bintang', 'arah', 'pantai', 'selatan', 'sekitaran', 'tugu', 'jogja', 'alun', 'alun', 'utara', 'alun', 'alun', 'selatan']",pasti macet nol kilometer malioboro arah bukit bintang arah pantai selatan sekitar tugu jogja alun alun utara alun alun selatan,certainly traffic jam Kilometer Malioboro in the direction of Bukit Bintang in the direction of the south coast around Tugu Jogja Alun Alun Utara Alun Alun Selatan,0.34,positif,negatif
Mon May 22 07:56:14 +0000 2023,Halo #sobatfilosofier Gedung Baru Museum Sonobudoyo merupakan salah satu bukti inovasi yang diberikan oleh Museum Sonobudoyo terhadap perkembangan zaman yang dinamis ini. #sumbufilosofi #jogja #jogjaku #wisatajogja #museum https://t.co/gqVIzB6DeT,https://pbs.twimg.com/media/Fwt6GuqaIAIUYWQ.jpg,in,,sumbufilosofi,halo #sobatfilosofier gedung baru museum sonobudoyo merupakan salah satu bukti inovasi yang diberikan oleh museum sonobudoyo terhadap perkembangan zaman yang dinamis ini. #sumbufilosofi #jogja #jogjaku #wisatajogja #museum https://t.co/gqvizb6det,halo  gedung baru museum sonobudoyo merupakan salah satu bukti inovasi yang diberikan oleh museum sonobudoyo terhadap perkembangan zaman yang dinamis ini,museum sonobudoyo,-7.802395,110.363947,visit jogja,halo  gedung baru museum sonobudoyo merupakan salah satu bukti inovasi yang diberikan oleh museum sonobudoyo terhadap perkembangan zaman yang dinamis ini,halo  gedung baru museum sonobudoyo merupakan salah satu bukti inovasi diberikan museum sonobudoyo perkembangan zaman dinamis,"['halo', 'gedung', 'baru', 'museum', 'sonobudoyo', 'merupakan', 'salah', 'satu', 'bukti', 'inovasi', 'diberikan', 'museum', 'sonobudoyo', 'perkembangan', 'zaman', 'dinamis']",halo gedung baru museum sonobudoyo rupa salah satu bukti inovasi beri museum sonobudoyo kembang zaman dinamis,"Hello, the new building of the Sonobudoyo Museum is one proof of innovation given by the Sonobudoyo Museum on the development of this dynamic era",0.6808,positif,positif
Fri Aug 18 01:44:01 +0000 2023,Halo #sobatfilosofier Wayang orang atau wong (bahasa Jawa) mementaskan cerita tentang Ramayana dan Mahabarata. Di Museum Sonobudoyo menyajikan pagelaran wayang orang di setiap hari Rabu dan Kamis mulai 20:00 WIB. #sumbufilosofi #wayang #jogjaku #jogja #jogjaistimewa https://t.co/tuUg387VNt,https://pbs.twimg.com/media/F3xwzmNbQAAc-14.jpg,in,,sumbufilosofi,halo #sobatfilosofier wayang orang atau wong (bahasa jawa) mementaskan cerita tentang ramayana dan mahabarata. di museum sonobudoyo menyajikan pagelaran wayang orang di setiap hari rabu dan kamis mulai 20:00 wib. #sumbufilosofi #wayang #jogjaku #jogja #jogjaistimewa https://t.co/tuug387vnt,halo  wayang orang atau wong bahasa jawa mementaskan cerita tentang ramayana dan mahabarata di museum sonobudoyo menyajikan pagelaran wayang orang di setiap hari rabu dan kamis mulai  wib,museum sonobudoyo,-7.802395,110.363947,visit jogja,halo  wayang orang atau wong bahasa jawa mementaskan cerita tentang ramayana dan mahabarata di museum sonobudoyo menyajikan pagelaran wayang orang di setiap hari rabu dan kamis mulai  wib,halo  wayang orang wong bahasa jawa mementaskan cerita ramayana mahabarata museum sonobudoyo menyajikan pagelaran wayang orang setiap hari rabu kamis mulai  wib,"['halo', 'wayang', 'orang', 'wong', 'bahasa', 'jawa', 'mementaskan', 'cerita', 'ramayana', 'mahabarata', 'museum', 'sonobudoyo', 'menyajikan', 'pagelaran', 'wayang', 'orang', 'setiap', 'hari', 'rabu', 'kamis', 'mulai', 'wib']",halo wayang orang wong bahasa jawa mentas cerita ramayana mahabarata museum sonobudoyo saji pagelaran wayang orang tiap hari rabu kamis mulai wib,Hello Puppet Orang or Javanese Wong Streamlings about Ramayana and Mahabarata at the Sonobudoyo Museum presents the Puppet Manage of People on Wednesday and Thursday Starting WIB,0,netral,netral
